subject,scan,n_blinks,mean_blink_dur,median_blink_dur,n_microsleeps
125525,MOV4,580,412.42413793103447,272.0,29
899885,REST1,672,931.1636904761905,373.5,131
899885,REST4,723,190.18672199170123,34.0,5
899885,MOV1,1220,565.9622950819672,23.5,152
899885,MOV2,1125,745.3306666666666,44.0,195
899885,MOV3,1115,280.21973094170403,62.0,53
899885,MOV4,1056,402.96022727272725,55.5,68
757764,REST1,171,249.09941520467837,274.0,0
757764,REST4,397,328.639798488665,152.0,22
757764,MOV1,518,144.81853281853282,30.0,7
757764,MOV2,192,236.91666666666666,130.0,4
757764,MOV3,96,249.9375,237.0,0
757764,MOV4,94,264.3191489361702,241.0,1
150423,REST1,0,,,0
150423,REST4,1075,993.5590697674419,55.0,174
150423,MOV1,1,1011827.0,1011827.0,1
150423,MOV2,1,1008154.0,1008154.0,1
150423,MOV3,384,2579.8828125,53.0,89
150423,MOV4,131,7504.137404580153,41.0,28
157336,REST1,207,872.7487922705315,155.0,27
157336,REST4,179,261.9106145251397,160.0,8
157336,MOV1,256,296.51953125,152.0,14
157336,MOV2,479,308.06471816283926,118.0,24
157336,MOV3,380,206.08684210526314,134.0,10
157336,MOV4,550,148.13454545454545,123.0,3
872764,REST1,307,429.1661237785016,402.0,14
872764,REST4,1,1102400.0,1102400.0,1
872764,MOV1,781,886.3098591549295,53.0,133
872764,MOV2,614,713.6547231270358,349.0,90
872764,MOV3,1369,512.27319211103,28.0,127
872764,MOV4,1667,289.0215956808638,12.0,49
126426,REST1,325,617.2738461538462,236.0,53
126426,REST4,344,225.76162790697674,224.0,0
126426,MOV1,402,265.8756218905473,250.0,6
126426,MOV2,375,277.06666666666666,244.0,6
126426,MOV3,461,767.9696312364425,260.0,78
126426,MOV4,563,286.404973357016,224.0,17
200311,REST1,717,293.20641562064156,220.0,17
200311,REST4,668,373.78592814371257,246.0,46
200311,MOV1,460,277.94347826086954,177.0,14
200311,MOV2,329,208.6109422492401,155.0,4
200311,MOV3,595,388.0621848739496,179.0,42
200311,MOV4,554,305.5054151624549,162.0,25
330324,REST1,168,106.32142857142857,121.0,0
330324,REST4,883,303.0317100792752,151.0,43
330324,MOV1,339,214.6843657817109,160.0,9
330324,MOV2,256,196.93359375,133.5,8
330324,MOV3,685,158.27883211678832,126.0,5
330324,MOV4,382,169.59685863874344,128.0,7
115825,REST1,591,1232.7225042301184,215.0,62
115825,REST4,315,2763.0476190476193,187.0,69
115825,MOV1,541,891.438077634011,268.0,38
115825,MOV2,659,868.4233687405159,233.0,46
115825,MOV3,829,426.24246079613994,193.0,52
115825,MOV4,868,572.5898617511521,203.0,105
782561,REST1,622,437.1254019292605,171.5,46
782561,REST4,411,120.73722627737226,80.0,5
782561,MOV1,561,289.88235294117646,191.0,22
782561,MOV2,627,371.1499202551834,152.0,22
782561,MOV3,1286,224.16640746500778,154.0,31
782561,MOV4,1025,224.05853658536586,138.0,38
132118,REST1,706,546.7365439093485,451.0,95
132118,REST4,459,382.6296296296296,318.0,11
132118,MOV1,484,525.2685950413223,403.0,45
132118,MOV2,808,412.34158415841586,326.0,75
132118,MOV3,849,520.9305064782096,305.0,112
132118,MOV4,707,639.3606789250354,325.0,103
191033,REST1,156,333.6666666666667,327.0,1
191033,REST4,169,223.07100591715977,226.0,0
191033,MOV1,607,499.3047775947282,313.0,40
191033,MOV2,720,827.6166666666667,277.0,113
191033,MOV3,242,449.4504132231405,239.0,12
191033,MOV4,298,264.3859060402685,216.5,5
181232,REST1,0,,,0
181232,REST4,0,,,0
181232,MOV1,1093,676.5471180237878,111.0,153
181232,MOV2,1213,397.51772464962903,45.0,105
181232,MOV3,1463,429.1285030758715,44.0,120
181232,MOV4,1840,272.99239130434785,36.0,111
898176,REST1,0,,,0
898176,REST4,0,,,0
898176,MOV1,390,180.16666666666666,18.0,12
898176,MOV2,84,200.79761904761904,177.0,0
898176,MOV3,0,,,0
898176,MOV4,0,,,0
102816,REST1,354,2268.0254237288136,372.5,97
102816,REST4,107,8827.196261682244,540.0,42
102816,MOV1,193,4780.756476683938,562.0,77
102816,MOV2,293,2860.5767918088736,409.0,107
102816,MOV3,405,2052.0493827160494,377.0,96
102816,MOV4,339,2648.0176991150443,179.0,76
926862,REST1,199,307.33668341708545,225.0,10
926862,REST4,236,206.50423728813558,188.0,1
926862,MOV1,364,171.96153846153845,166.0,2
926862,MOV2,309,178.59870550161813,171.0,1
926862,MOV3,337,213.9940652818991,173.0,7
926862,MOV4,271,197.42435424354244,166.0,3
927359,REST1,265,234.96981132075473,200.0,3
927359,REST4,282,283.15248226950354,221.0,7
927359,MOV1,226,147.34513274336283,138.0,0
927359,MOV2,176,140.73863636363637,137.0,1
927359,MOV3,154,186.42857142857142,167.0,0
927359,MOV4,167,201.5748502994012,167.0,2
671855,REST1,160,486.14375,237.5,17
671855,REST4,106,152.26415094339623,126.5,2
671855,MOV1,93,188.3978494623656,163.0,2
671855,MOV2,88,176.1590909090909,152.0,2
671855,MOV3,137,126.33576642335767,125.0,0
671855,MOV4,129,135.64341085271317,107.0,2
745555,REST1,0,,,0
745555,REST4,0,,,0
745555,MOV1,780,459.06666666666666,251.0,56
745555,MOV2,631,529.0459587955626,228.0,52
745555,MOV3,314,2493.022292993631,272.0,82
745555,MOV4,264,2733.2083333333335,222.5,30
196144,REST1,98,235.3265306122449,229.0,0
196144,REST4,84,253.54761904761904,240.0,0
196144,MOV1,732,350.0068306010929,195.0,61
196144,MOV2,274,465.5255474452555,354.0,20
196144,MOV3,219,802.7351598173516,386.0,37
196144,MOV4,326,1335.6257668711658,292.5,91
180533,REST1,641,220.05616224648986,204.0,3
180533,REST4,423,171.80141843971631,152.0,2
180533,MOV1,559,237.13416815742397,232.0,0
180533,MOV2,549,225.05646630236794,206.0,2
180533,MOV3,474,252.0801687763713,142.0,6
180533,MOV4,495,359.09090909090907,130.0,13
135124,REST1,272,209.86764705882354,208.0,0
135124,REST4,441,964.9024943310658,182.0,36
135124,MOV1,431,563.84686774942,250.0,20
135124,MOV2,388,562.8814432989691,220.0,25
135124,MOV3,949,159.18229715489989,36.0,12
135124,MOV4,1020,176.6078431372549,36.0,16
186949,REST1,190,308.61052631578946,81.0,15
186949,REST4,95,183.78947368421052,182.0,0
186949,MOV1,262,331.5267175572519,188.0,16
186949,MOV2,216,347.05555555555554,179.0,15
186949,MOV3,58,366.17241379310343,189.0,3
186949,MOV4,236,356.5508474576271,194.0,8
627549,REST1,0,,,0
627549,REST4,0,,,0
627549,MOV1,54,18173.74074074074,436.5,13
627549,MOV2,358,2204.0530726256984,338.5,67
627549,MOV3,1308,515.9411314984709,23.0,46
627549,MOV4,868,849.491935483871,18.0,91
182739,REST1,170,6352.076470588236,115.5,59
182739,REST4,1,1049713.0,1049713.0,1
182739,MOV1,72,13994.958333333334,23.0,27
182739,MOV2,32,31662.78125,800.0,16
182739,MOV3,1,1007445.0,1007445.0,1
182739,MOV4,1,993632.0,993632.0,1
146129,REST1,701,524.8559201141227,238.0,111
146129,REST4,630,530.3047619047619,269.0,78
146129,MOV1,1127,207.69121561668146,99.0,35
146129,MOV2,1087,219.97240110395583,150.0,28
146129,MOV3,678,283.18436578171094,145.0,29
146129,MOV4,605,266.58842975206613,132.0,16
861456,REST1,594,1750.3569023569023,13.0,25
861456,REST4,3317,136.39734700030147,13.0,45
861456,MOV1,513,1757.1150097465886,23.0,74
861456,MOV2,692,1291.1401734104047,28.0,91
861456,MOV3,786,120.21119592875318,9.0,13
861456,MOV4,1005,175.044776119403,8.0,31
833249,REST1,240,2773.05,142.5,42
833249,REST4,324,1435.6172839506173,182.0,24
833249,MOV1,541,277.6765249537893,118.0,22
833249,MOV2,523,688.8738049713193,43.0,51
833249,MOV3,436,201.06880733944953,150.0,8
833249,MOV4,465,238.26451612903224,143.0,21
178142,REST1,281,2397.017793594306,410.0,66
178142,REST4,1383,508.06652205350684,66.0,149
178142,MOV1,1452,309.55096418732785,74.0,104
178142,MOV2,527,210.88235294117646,209.0,5
178142,MOV3,748,200.6644385026738,177.0,11
178142,MOV4,792,190.98358585858585,164.0,12
134829,REST1,486,1075.2860082304526,118.5,45
134829,REST4,423,1241.6170212765958,142.0,56
134829,MOV1,504,1435.968253968254,191.5,94
134829,MOV2,384,1891.2291666666667,156.0,60
134829,MOV3,526,198.62737642585552,98.0,12
134829,MOV4,489,235.04907975460122,107.0,17
114823,REST1,414,498.45893719806764,233.0,48
114823,REST4,242,174.21074380165288,159.5,1
114823,MOV1,178,157.40449438202248,153.5,0
114823,MOV2,188,426.3510638297872,170.5,13
114823,MOV3,119,135.0,134.0,0
114823,MOV4,137,135.65693430656935,135.0,0
177140,REST1,429,159.45920745920745,167.0,0
177140,REST4,362,215.17955801104972,203.5,3
177140,MOV1,757,172.8216644649934,63.0,8
177140,MOV2,779,166.7124518613607,44.0,13
177140,MOV3,394,457.60659898477155,156.0,8
177140,MOV4,484,256.7396694214876,120.0,6
878877,REST1,198,184.12626262626262,180.0,1
878877,REST4,374,194.64171122994654,193.0,0
878877,MOV1,291,255.92096219931273,141.0,4
878877,MOV2,306,178.88235294117646,110.0,6
878877,MOV3,316,470.52848101265823,138.0,9
878877,MOV4,206,617.4223300970874,129.5,6
541943,REST1,576,986.5590277777778,355.5,142
541943,REST4,185,4596.156756756757,433.0,66
541943,MOV1,418,195.72488038277513,135.5,7
541943,MOV2,899,248.9265850945495,46.0,46
541943,MOV3,75,13264.76,763.0,33
541943,MOV4,48,20402.5625,109.0,14
706040,REST1,170,289.8058823529412,193.5,9
706040,REST4,980,447.7612244897959,25.0,93
706040,MOV1,194,365.27319587628864,169.5,6
706040,MOV2,144,329.4861111111111,203.5,6
706040,MOV3,867,309.88465974625143,19.0,65
706040,MOV4,743,432.2314939434724,21.0,92
167036,REST1,0,,,0
167036,REST4,0,,,0
167036,MOV1,1511,389.67306419589676,100.0,115
167036,MOV2,1594,390.7910915934755,111.0,146
167036,MOV3,1383,386.4837310195228,205.0,112
167036,MOV4,962,252.32224532224532,149.5,30
191336,REST1,757,146.09775429326288,47.0,18
191336,REST4,149,333.3489932885906,169.0,11
191336,MOV1,837,911.5412186379929,31.0,105
191336,MOV2,298,2914.8389261744965,15.0,52
191336,MOV3,1201,344.43963363863446,20.0,66
191336,MOV4,1012,589.244071146245,20.0,67
137128,REST1,0,,,0
137128,REST4,0,,,0
137128,MOV1,2090,219.16985645933013,53.0,85
137128,MOV2,556,253.41546762589928,203.0,8
137128,MOV3,561,337.6470588235294,185.0,30
137128,MOV4,558,325.42293906810033,193.0,28
177645,REST1,0,,,0
177645,REST4,0,,,0
177645,MOV1,545,134.4715596330275,26.0,14
177645,MOV2,187,199.09625668449198,24.0,1
177645,MOV3,290,397.6034482758621,116.5,23
177645,MOV4,279,620.7204301075269,122.0,37
725751,REST1,138,224.67391304347825,230.0,0
725751,REST4,214,237.07476635514018,224.5,0
725751,MOV1,457,249.13347921225383,236.0,12
725751,MOV2,667,324.743628185907,191.0,50
725751,MOV3,199,281.84422110552765,238.0,7
725751,MOV4,296,234.15202702702703,224.5,4
214019,REST1,722,226.34626038781164,248.0,12
214019,REST4,361,263.196675900277,254.0,3
214019,MOV1,876,311.04566210045664,147.5,35
214019,MOV2,792,314.30429292929296,169.5,21
214019,MOV3,346,831.3959537572255,237.5,14
214019,MOV4,604,277.65562913907286,243.0,13
131217,REST1,982,220.80549898167007,155.0,35
131217,REST4,1100,209.72272727272727,133.0,30
131217,MOV1,559,335.0232558139535,143.0,19
131217,MOV2,652,503.680981595092,168.0,59
131217,MOV3,817,371.74908200734393,163.0,64
131217,MOV4,661,319.46142208774586,194.0,30
178243,REST1,478,1217.9142259414225,63.0,45
178243,REST4,2,502147.0,502147.0,2
178243,MOV1,490,381.27755102040817,212.5,13
178243,MOV2,605,287.1702479338843,201.0,24
178243,MOV3,3,338561.6666666667,18724.0,2
178243,MOV4,3,333299.3333333333,340499.0,3
126931,REST1,0,,,0
126931,REST4,0,,,0
126931,MOV1,902,541.4135254988913,256.0,69
126931,MOV2,792,410.49242424242425,200.0,33
126931,MOV3,909,208.4961496149615,200.0,9
126931,MOV4,789,203.19391634980988,202.0,5
525541,REST1,426,526.6431924882629,272.5,43
525541,REST4,454,399.2511013215859,227.0,33
525541,MOV1,419,623.0167064439141,247.0,58
525541,MOV2,334,801.5419161676647,195.5,65
525541,MOV3,474,395.6476793248945,166.0,39
525541,MOV4,584,312.361301369863,139.0,35
233326,REST1,298,1357.5704697986578,91.5,24
233326,REST4,320,1016.259375,186.0,49
233326,MOV1,1203,432.06733167082297,79.0,122
233326,MOV2,359,2396.9972144846797,148.0,76
233326,MOV3,1102,298.78584392014517,49.0,60
233326,MOV4,500,217.246,91.5,19
971160,REST1,338,55.57396449704142,56.0,0
971160,REST4,357,75.00840336134453,66.0,0
971160,MOV1,730,835.0082191780822,298.0,154
971160,MOV2,30,32983.73333333333,475.0,14
971160,MOV3,185,142.15135135135134,64.0,4
971160,MOV4,177,155.96610169491527,70.0,5
724446,REST1,207,136.4830917874396,130.0,0
724446,REST4,1407,346.24591329068943,24.0,111
724446,MOV1,193,293.36787564766837,126.0,13
724446,MOV2,468,616.7094017094017,241.0,76
724446,MOV3,160,269.4125,124.0,8
724446,MOV4,166,187.90361445783134,135.0,4
397760,REST1,14,134.5,141.5,0
397760,REST4,154,440.0064935064935,240.5,20
397760,MOV1,113,140.50442477876106,138.0,0
397760,MOV2,115,161.98260869565217,145.0,1
397760,MOV3,242,166.87190082644628,155.5,2
397760,MOV4,200,179.15,152.0,1
131722,REST1,885,200.85197740112994,108.0,33
131722,REST4,330,150.03636363636363,143.5,1
131722,MOV1,1626,128.64944649446494,23.0,33
131722,MOV2,721,991.242718446602,50.0,101
131722,MOV3,396,135.89646464646464,141.0,1
131722,MOV4,502,153.64342629482073,132.5,7
765864,REST1,273,424.38827838827837,231.0,24
765864,REST4,222,226.27477477477478,189.0,3
765864,MOV1,235,585.8936170212766,194.0,8
765864,MOV2,124,892.4677419354839,175.0,7
765864,MOV3,200,379.25,158.0,6
765864,MOV4,152,487.85526315789474,167.0,3
429040,REST1,131,5204.06106870229,298.0,31
429040,REST4,306,2205.4803921568628,399.5,113
429040,MOV1,567,531.0758377425044,158.0,46
429040,MOV2,127,7068.472440944882,853.0,59
429040,MOV3,321,864.9034267912773,225.0,52
429040,MOV4,119,6841.058823529412,316.0,37
198653,REST1,331,1362.6676737160121,189.0,64
198653,REST4,298,1087.986577181208,188.5,69
198653,MOV1,305,176.24262295081968,157.0,0
198653,MOV2,929,823.3336921420882,215.0,216
198653,MOV3,501,245.46706586826346,152.0,12
198653,MOV4,331,247.9939577039275,143.0,9
951457,REST1,0,,,0
951457,REST4,0,,,0
951457,MOV1,741,212.4574898785425,169.0,26
951457,MOV2,1517,260.9241924851681,97.0,87
951457,MOV3,1675,266.5797014925373,131.0,46
951457,MOV4,1869,246.6131621187801,129.0,39
826353,REST1,1,1088075.0,1088075.0,1
826353,REST4,1,1090304.0,1090304.0,1
826353,MOV1,1,995257.0,995257.0,1
826353,MOV2,1,1013567.0,1013567.0,1
826353,MOV3,0,,,0
826353,MOV4,737,1281.033921302578,35.0,148
115017,REST1,567,1383.1746031746031,197.0,84
115017,REST4,545,214.61100917431193,217.0,1
115017,MOV1,933,363.7459807073955,203.0,64
115017,MOV2,968,260.56404958677683,180.0,29
115017,MOV3,682,364.14516129032256,211.5,32
115017,MOV4,855,580.1415204678362,224.0,95
412528,REST1,0,,,0
412528,REST4,0,,,0
412528,MOV1,704,1076.2911931818182,188.5,95
412528,MOV2,1573,369.8264462809917,131.0,127
412528,MOV3,612,714.1535947712418,213.0,71
412528,MOV4,870,382.3574712643678,216.0,35
164131,REST1,1942,220.1282183316169,28.0,76
164131,REST4,831,242.37304452466907,185.0,18
164131,MOV1,1930,175.15854922279792,28.5,73
164131,MOV2,903,133.3034330011074,48.0,11
164131,MOV3,1105,561.4932126696832,42.0,70
164131,MOV4,775,520.6954838709678,125.0,63
197348,REST1,141,251.39716312056737,218.0,1
197348,REST4,272,434.8235294117647,257.0,27
197348,MOV1,196,255.78571428571428,215.0,5
197348,MOV2,197,227.36548223350255,232.0,1
197348,MOV3,338,639.1390532544378,218.5,32
197348,MOV4,416,225.52403846153845,86.0,15
169343,REST1,0,,,0
169343,REST4,0,,,0
169343,MOV1,69,14734.376811594202,46.0,23
169343,MOV2,25,40793.72,4.0,9
169343,MOV3,796,1090.7788944723618,36.0,114
169343,MOV4,86,11374.162790697674,654.0,39
204521,REST1,459,229.42265795206973,214.0,1
204521,REST4,352,1043.0738636363637,222.0,37
204521,MOV1,232,3661.2241379310344,345.0,102
204521,MOV2,222,3360.0855855855857,261.5,73
204521,MOV3,363,1165.9889807162535,207.0,50
204521,MOV4,316,1521.6962025316457,219.5,62
200614,REST1,1386,230.14574314574315,17.0,49
200614,REST4,264,1117.25,98.0,40
200614,MOV1,2970,72.24814814814815,17.0,20
200614,MOV2,534,977.62734082397,8.0,56
200614,MOV3,2752,53.49818313953488,14.0,9
200614,MOV4,2950,76.67694915254238,15.0,20
601127,REST1,563,246.6500888099467,199.0,5
601127,REST4,1172,247.13651877133105,203.0,29
601127,MOV1,586,207.12457337883959,177.0,4
601127,MOV2,691,189.41678726483357,175.0,1
601127,MOV3,1061,272.1828463713478,202.0,33
601127,MOV4,708,276.55790960451975,194.0,15
246133,REST1,524,1538.1946564885495,130.5,94
246133,REST4,541,1798.3308687615527,177.0,160
246133,MOV1,1127,513.795918367347,38.0,129
246133,MOV2,863,497.1552723059096,96.0,123
246133,MOV3,1126,400.27708703374776,60.5,125
246133,MOV4,836,194.47488038277513,31.0,39
116726,REST1,396,919.2727272727273,229.5,73
116726,REST4,426,442.9389671361502,247.0,47
116726,MOV1,367,262.4441416893733,169.0,15
116726,MOV2,297,193.58922558922558,169.0,5
116726,MOV3,375,492.85333333333335,172.0,21
116726,MOV4,311,310.10289389067526,146.0,8
770352,REST1,0,,,0
770352,REST4,0,,,0
770352,MOV1,1084,208.96955719557195,144.0,7
770352,MOV2,1035,275.68888888888887,141.0,9
770352,MOV3,6047,80.36596659500579,3.0,18
770352,MOV4,1288,238.097049689441,143.0,20
104416,REST1,7,158912.0,613.0,2
104416,REST4,670,663.9955223880597,361.0,65
104416,MOV1,951,893.2576235541535,262.0,198
104416,MOV2,894,631.1286353467561,317.5,104
104416,MOV3,684,499.1154970760234,252.0,49
104416,MOV4,727,312.24621733149934,220.0,23
257845,REST1,169,2232.8639053254437,329.0,55
257845,REST4,230,131.3913043478261,103.0,0
257845,MOV1,126,871.3968253968254,128.0,16
257845,MOV2,138,686.1304347826087,149.0,9
257845,MOV3,152,433.86842105263156,86.0,9
257845,MOV4,159,428.49056603773585,122.0,5
783462,REST1,0,,,0
783462,REST4,0,,,0
783462,MOV1,0,,,0
783462,MOV2,0,,,0
783462,MOV3,0,,,0
783462,MOV4,0,,,0
176542,REST1,415,1431.0,33.0,91
176542,REST4,695,1053.231654676259,29.0,113
176542,MOV1,359,1225.874651810585,80.0,88
176542,MOV2,1047,376.5004775549188,20.0,90
176542,MOV3,536,333.36380597014926,47.0,38
176542,MOV4,652,515.8788343558282,28.5,66
158136,REST1,0,,,0
158136,REST4,0,,,0
158136,MOV1,706,334.0467422096317,261.0,23
158136,MOV2,998,321.9559118236473,232.0,54
158136,MOV3,0,,,0
158136,MOV4,0,,,0
905147,REST1,282,691.1347517730496,343.0,36
905147,REST4,937,205.00960512273213,106.0,22
905147,MOV1,586,926.4061433447099,87.0,88
905147,MOV2,310,241.01290322580644,134.0,9
905147,MOV3,188,603.7340425531914,206.0,14
905147,MOV4,184,330.0217391304348,160.0,8
550439,REST1,237,1721.012658227848,306.0,48
550439,REST4,206,299.3203883495146,256.0,4
550439,MOV1,273,335.8937728937729,176.0,11
550439,MOV2,134,305.7164179104478,174.0,3
550439,MOV3,221,342.81900452488685,225.0,6
550439,MOV4,209,217.22966507177034,190.0,3
385046,REST1,42,166.5,178.0,0
385046,REST4,98,185.9387755102041,185.5,0
385046,MOV1,110,187.0,156.5,3
385046,MOV2,75,204.94666666666666,169.0,1
385046,MOV3,122,150.13934426229508,146.0,0
385046,MOV4,100,190.09,163.0,1
155938,REST1,48,2640.0,129.5,15
155938,REST4,66,851.8030303030303,117.5,6
155938,MOV1,87,140.44827586206895,130.0,0
155938,MOV2,44,140.36363636363637,112.0,0
155938,MOV3,138,470.3985507246377,140.0,10
155938,MOV4,103,167.35922330097088,152.0,0
910241,REST1,0,,,0
910241,REST4,0,,,0
910241,MOV1,307,203.8013029315961,154.0,5
910241,MOV2,319,260.4576802507837,171.0,10
910241,MOV3,1113,205.3477088948787,23.0,31
910241,MOV4,1168,241.1095890410959,13.0,50
178647,REST1,405,154.65185185185186,146.0,2
178647,REST4,377,261.7135278514589,212.0,9
178647,MOV1,526,202.59505703422053,134.0,11
178647,MOV2,585,161.55384615384617,145.0,3
178647,MOV3,371,278.2345013477089,152.0,11
178647,MOV4,326,196.0,148.0,5
942658,REST1,1,1104545.0,1104545.0,1
942658,REST4,1544,488.1502590673575,262.0,184
942658,MOV1,1,1010491.0,1010491.0,1
942658,MOV2,1,1016485.0,1016485.0,1
942658,MOV3,997,256.78535606820463,192.0,16
942658,MOV4,1017,278.1946902654867,206.0,23
239136,REST1,937,593.9156883671292,457.0,126
239136,REST4,932,281.274678111588,265.0,14
239136,MOV1,844,814.1504739336493,219.0,141
239136,MOV2,804,895.5659203980099,220.0,98
239136,MOV3,861,372.39256678281066,221.0,44
239136,MOV4,852,493.98474178403757,219.5,69
901139,REST1,309,176.42394822006472,186.0,0
901139,REST4,2,551618.5,551618.5,2
901139,MOV1,710,386.35915492957747,100.5,30
901139,MOV2,751,797.6364846870839,55.0,91
901139,MOV3,1,1008470.0,1008470.0,1
901139,MOV4,1,989722.0,989722.0,1
859671,REST1,0,,,0
859671,REST4,0,,,0
859671,MOV1,815,1168.2306748466258,20.0,60
859671,MOV2,185,5410.5351351351355,34.0,30
859671,MOV3,579,379.06390328151986,180.0,27
859671,MOV4,644,346.1925465838509,185.0,26
690152,REST1,0,,,0
690152,REST4,0,,,0
690152,MOV1,672,228.41517857142858,126.5,20
690152,MOV2,546,146.95421245421247,102.0,7
690152,MOV3,520,196.53653846153847,155.5,7
690152,MOV4,461,185.53579175704988,166.0,2
463040,REST1,242,177.62809917355372,174.0,0
463040,REST4,486,259.6255144032922,238.0,2
463040,MOV1,424,539.2028301886793,214.0,10
463040,MOV2,383,703.911227154047,182.0,10
463040,MOV3,505,611.980198019802,236.0,11
463040,MOV4,375,757.8933333333333,244.0,8
191841,REST1,0,,,0
191841,REST4,0,,,0
191841,MOV1,1172,569.6279863481228,36.0,157
191841,MOV2,838,1040.560859188544,40.0,151
191841,MOV3,1572,317.0273536895674,33.0,76
191841,MOV4,660,1097.448484848485,73.0,134
263436,REST1,0,,,0
263436,REST4,0,,,0
263436,MOV1,0,,,0
263436,MOV2,0,,,0
263436,MOV3,0,,,0
263436,MOV4,0,,,0
